                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     21,                 1.3709,                 1.0022,                 1.2231,                0.86751,                0.75893,                 0.8577,                0.40584,                 2.1212,                 1.1099,                 1.7825,              0.0010025,              0.0010025,              0.0010025
                     22,                 1.3702,                 0.9797,                 1.2346,                0.85596,                0.77195,                0.84755,                 0.3748,                 2.1798,                 1.1567,                  1.819,             0.00099013,             0.00099013,             0.00099013
                     23,                 1.2777,                0.89455,                 1.1746,                0.79182,                0.77834,                0.85277,                0.34628,                 2.1227,                 1.1647,                 1.7422,             0.00097775,             0.00097775,             0.00097775
                     24,                 1.3287,                0.96302,                 1.2057,                0.81414,                 0.6635,                0.79973,                0.35737,                 2.0991,                 1.2012,                 1.6891,             0.00096537,             0.00096537,             0.00096537
                     25,                 1.3002,                0.91154,                 1.1747,                0.83203,                0.74379,                0.82794,                 0.3333,                 2.1262,                 1.2465,                 1.7196,               0.000953,               0.000953,               0.000953
                     26,                 1.2982,                0.90131,                 1.1656,                0.78188,                0.64286,                0.75507,                0.29193,                 2.3107,                 1.2803,                 1.8517,             0.00094062,             0.00094062,             0.00094062
                     27,                 1.2927,                0.87891,                 1.1658,                0.54287,                0.88095,                0.76732,                 0.3376,                  2.267,                 1.2086,                 1.7845,             0.00092825,             0.00092825,             0.00092825
                     28,                 1.3319,                0.92378,                 1.1822,                0.75641,                0.76458,                0.81192,                0.33797,                 2.1158,                 1.1822,                 1.6746,             0.00091588,             0.00091588,             0.00091588
                     29,                  1.249,                0.90686,                   1.18,                0.82427,                  0.692,                0.85864,                0.36325,                 2.1306,                 1.2676,                 1.6833,              0.0009035,              0.0009035,              0.0009035
                     30,                 1.2576,                0.87804,                 1.1542,                0.94617,                0.77652,                0.88273,                0.39208,                 2.1135,                 1.1543,                 1.6934,             0.00089112,             0.00089112,             0.00089112
                     31,                 1.2712,                0.87597,                 1.1578,                0.72093,                0.88988,                0.86031,                0.42002,                 2.0031,                 1.0401,                 1.6591,             0.00087875,             0.00087875,             0.00087875
                     32,                 1.2358,                 0.8284,                 1.1695,                0.77006,                0.88563,                0.88718,                0.43296,                 1.9539,                 1.0204,                 1.6375,             0.00086637,             0.00086637,             0.00086637
                     33,                 1.2445,                0.81315,                 1.1506,                0.79421,                0.84348,                0.83166,                0.41663,                 2.0024,                 1.0765,                 1.6515,               0.000854,               0.000854,               0.000854
                     34,                 1.2137,                0.82661,                 1.1705,                0.87505,                0.80072,                0.82449,                0.35774,                 2.0993,                 1.0954,                 1.7488,             0.00084162,             0.00084162,             0.00084162
                     35,                 1.2028,                0.82214,                 1.1527,                 0.7996,                0.81038,                0.85449,                  0.356,                 2.1604,                 1.1376,                 1.7162,             0.00082925,             0.00082925,             0.00082925
                     36,                 1.2415,                0.81585,                 1.1325,                0.89364,                0.84744,                0.93121,                0.36043,                 2.2163,                 1.0633,                 1.7387,             0.00081688,             0.00081688,             0.00081688
                     37,                 1.2104,                0.83385,                 1.1378,                0.88905,                0.88271,                0.92401,                0.36982,                 2.1675,                 1.0827,                 1.7295,              0.0008045,              0.0008045,              0.0008045
                     38,                 1.2457,                0.80665,                 1.1363,                0.89718,                0.80035,                0.89632,                0.38899,                 2.0543,                   1.06,                 1.6959,             0.00079213,             0.00079213,             0.00079213
                     39,                  1.245,                 0.8082,                 1.1538,                0.89474,                0.71274,                0.83916,                0.37902,                 2.0326,                 1.0956,                 1.6691,             0.00077975,             0.00077975,             0.00077975
                     40,                 1.1969,                0.79459,                 1.1426,                0.75837,                0.82041,                 0.8139,                0.40223,                 2.0627,                 1.1379,                   1.67,             0.00076738,             0.00076738,             0.00076738
                     41,                 1.1761,                0.80068,                 1.1348,                0.76457,                0.79584,                0.83996,                0.39683,                 2.0688,                 1.1422,                 1.6698,               0.000755,               0.000755,               0.000755
                     42,                 1.1705,                0.76904,                 1.1239,                0.79425,                0.78238,                0.86751,                0.40761,                 1.9917,                 1.0665,                 1.6405,             0.00074263,             0.00074263,             0.00074263
                     43,                 1.1616,                0.77509,                 1.0906,                0.81572,                0.83792,                 0.8815,                0.38283,                  2.049,                 1.1014,                 1.6555,             0.00073025,             0.00073025,             0.00073025
                     44,                 1.2283,                0.81626,                 1.1515,                0.83898,                0.86463,                0.89971,                0.38761,                  1.939,                 1.1184,                 1.6094,             0.00071788,             0.00071788,             0.00071788
                     45,                 1.1556,                0.75783,                 1.1368,                0.81359,                0.86372,                0.90055,                0.40845,                 1.8748,                 1.0805,                 1.5693,              0.0007055,              0.0007055,              0.0007055
                     46,                 1.1872,                0.79247,                  1.131,                0.80129,                0.87054,                0.92196,                0.44812,                 1.8943,                 1.0364,                 1.5767,             0.00069313,             0.00069313,             0.00069313
                     47,                 1.1035,                0.71815,                 1.0981,                0.80988,                0.83878,                0.93148,                0.45828,                 1.9658,                 1.0185,                 1.5962,             0.00068075,             0.00068075,             0.00068075
                     48,                 1.1473,                0.72936,                 1.0816,                0.74571,                0.87467,                0.91549,                0.45173,                 1.9602,                 1.0057,                 1.6085,             0.00066838,             0.00066838,             0.00066838
                     49,                 1.1099,                0.74654,                 1.1046,                0.77827,                0.88244,                 0.9123,                0.46489,                 1.9004,                0.97316,                 1.5831,               0.000656,               0.000656,               0.000656
                     50,                 1.0934,                0.71711,                 1.0933,                0.89429,                0.92113,                0.96768,                0.44512,                 1.8994,                0.98234,                 1.5693,             0.00064362,             0.00064362,             0.00064362
                     51,                 1.0702,                0.71437,                 1.0818,                0.89859,                0.94849,                0.97514,                0.43585,                 1.9858,                0.99971,                 1.5982,             0.00063125,             0.00063125,             0.00063125
                     52,                 1.0841,                0.68655,                 1.0743,                0.76508,                0.80674,                0.91143,                0.40113,                  2.013,                0.99996,                 1.6189,             0.00061887,             0.00061887,             0.00061887
                     53,                 1.0953,                0.73034,                 1.1013,                0.76178,                0.94664,                0.94436,                0.39373,                 2.0287,                 0.9831,                 1.6396,              0.0006065,              0.0006065,              0.0006065
                     54,                 1.0186,                0.67672,                 1.0652,                0.80147,                 0.9433,                0.95886,                0.47007,                 2.0037,                0.97033,                  1.641,             0.00059413,             0.00059413,             0.00059413
                     55,                  1.101,                0.69336,                 1.0722,                0.85811,                0.98304,                0.97192,                0.50627,                 2.0118,                0.97095,                 1.6623,             0.00058175,             0.00058175,             0.00058175
                     56,                 1.1273,                0.71834,                 1.0863,                0.88496,                0.92028,                 0.9727,                0.47358,                 2.0479,                0.99669,                 1.7055,             0.00056938,             0.00056938,             0.00056938
                     57,                 1.0499,                0.67191,                 1.0875,                0.80897,                0.94879,                0.95104,                0.44588,                 2.0833,                 1.0124,                 1.7319,               0.000557,               0.000557,               0.000557
                     58,                 1.0452,                0.66381,                 1.0683,                0.82949,                0.88711,                0.93841,                0.43759,                 2.0858,                 1.0174,                 1.7376,             0.00054463,             0.00054463,             0.00054463
                     59,                 1.0405,                0.67383,                 1.0766,                0.84425,                0.83636,                0.88502,                0.43511,                 2.0663,                 1.0154,                 1.6982,             0.00053225,             0.00053225,             0.00053225
                     60,                  1.063,                 0.6731,                  1.048,                0.84441,                 0.8348,                0.89492,                0.44695,                  2.107,                 1.0046,                  1.676,             0.00051988,             0.00051988,             0.00051988
                     61,                0.99818,                0.63956,                 1.0555,                 0.8381,                0.88603,                0.90072,                0.45497,                 2.1166,                 0.9753,                 1.6896,              0.0005075,              0.0005075,              0.0005075
                     62,                 1.0009,                0.67949,                 1.0513,                0.89767,                0.88502,                0.92974,                0.43995,                 2.0932,                0.94478,                 1.6456,             0.00049513,             0.00049513,             0.00049513
                     63,                0.98242,                0.64002,                 1.0505,                0.79474,                0.91272,                0.90884,                0.46211,                 2.0721,                0.92058,                 1.6359,             0.00048275,             0.00048275,             0.00048275
                     64,                 1.0231,                0.64472,                  1.056,                0.76536,                0.91318,                0.90752,                0.47888,                 2.0854,                0.91894,                 1.6642,             0.00047038,             0.00047038,             0.00047038
                     65,                0.93776,                 0.6344,                 1.0512,                0.75555,                0.84773,                0.89852,                0.46588,                 2.0951,                0.91536,                 1.6834,               0.000458,               0.000458,               0.000458
                     66,                0.91061,                0.60969,                 1.0306,                0.80491,                0.95753,                0.94349,                0.47212,                 2.1236,                0.93815,                 1.6983,             0.00044563,             0.00044563,             0.00044563
                     67,                0.93743,                0.59575,                 1.0271,                0.78937,                0.93021,                0.93882,                0.45378,                 2.1569,                0.98445,                 1.7406,             0.00043325,             0.00043325,             0.00043325
                     68,                0.95281,                0.62085,                 1.0435,                0.86033,                0.93304,                0.94004,                0.43013,                 2.1625,                0.98836,                 1.7598,             0.00042087,             0.00042087,             0.00042087
                     69,                0.98891,                0.62579,                 1.0445,                0.88514,                0.93304,                0.93166,                0.41749,                 2.1553,                0.98537,                 1.7593,              0.0004085,              0.0004085,              0.0004085
                     70,                0.97124,                0.60364,                 1.0448,                0.90063,                0.90091,                0.95506,                0.41627,                 2.1425,                0.95587,                 1.7537,             0.00039613,             0.00039613,             0.00039613
                     71,                 0.9886,                0.63472,                 1.0682,                0.82977,                0.85863,                0.93038,                0.41313,                 2.1606,                0.97992,                  1.729,             0.00038375,             0.00038375,             0.00038375
                     72,                0.94495,                 0.6045,                 1.0375,                0.79209,                0.87727,                0.90719,                0.40805,                 2.1375,                 1.0193,                 1.7002,             0.00037138,             0.00037138,             0.00037138
                     73,                0.95019,                0.61946,                 1.0359,                0.80696,                0.79967,                0.87021,                0.40748,                 2.1275,                 1.0234,                 1.6944,               0.000359,               0.000359,               0.000359
                     74,                 0.9225,                0.60466,                  1.032,                0.76739,                0.77644,                0.83372,                0.39359,                 2.1471,                0.98894,                 1.7061,             0.00034663,             0.00034663,             0.00034663
                     75,                0.95709,                0.60503,                 1.0456,                0.84574,                0.92714,                   0.94,                0.42735,                 2.1364,                0.97472,                  1.704,             0.00033425,             0.00033425,             0.00033425
                     76,                0.90024,                 0.5942,                 1.0026,                0.84957,                0.96661,                0.96709,                0.43001,                  2.117,                0.97147,                  1.701,             0.00032188,             0.00032188,             0.00032188
                     77,                0.96719,                0.58077,                 1.0171,                0.90301,                 0.9006,                0.97026,                0.43346,                 2.1225,                0.97643,                 1.7123,              0.0003095,              0.0003095,              0.0003095
                     78,                0.92336,                0.59904,                 1.0339,                0.86218,                 0.9382,                0.96324,                0.45748,                 2.1167,                0.96944,                 1.7173,             0.00029713,             0.00029713,             0.00029713
                     79,                0.87534,                0.58472,                  1.021,                0.87503,                0.92542,                 0.9591,                0.45707,                 2.1288,                0.93707,                 1.7127,             0.00028475,             0.00028475,             0.00028475
                     80,                0.88635,                 0.5509,                 1.0013,                0.90314,                0.94962,                0.95992,                0.47949,                 2.1623,                0.90994,                 1.7296,             0.00027237,             0.00027237,             0.00027237
                     81,                 0.8541,                0.54037,                0.99867,                 0.8989,                0.94975,                0.95851,                0.48021,                 2.1682,                0.89759,                 1.7343,                0.00026,                0.00026,                0.00026
                     82,                0.95439,                0.58894,                  1.018,                0.91835,                0.95297,                0.95863,                0.43606,                 2.1894,                0.90805,                 1.7415,             0.00024762,             0.00024762,             0.00024762
                     83,                0.86671,                0.55113,                0.99735,                0.91113,                0.90635,                 0.9349,                0.42816,                 2.1917,                0.93978,                 1.7467,             0.00023525,             0.00023525,             0.00023525
                     84,                0.86092,                0.54976,                 1.0018,                0.92819,                0.91945,                0.95851,                0.43952,                 2.1713,                0.94664,                 1.7508,             0.00022288,             0.00022288,             0.00022288
                     85,                0.85331,                0.55333,                0.99518,                0.91143,                0.89042,                0.93414,                0.42791,                 2.1704,                0.92483,                 1.7606,              0.0002105,              0.0002105,              0.0002105
                     86,                0.87698,                0.55649,                0.98567,                0.90464,                0.85511,                0.93076,                0.44799,                 2.1781,                0.89369,                 1.7768,             0.00019813,             0.00019813,             0.00019813
                     87,                0.82363,                0.54656,                0.99326,                0.88212,                0.91469,                0.93487,                0.44973,                  2.172,                0.88055,                 1.7838,             0.00018575,             0.00018575,             0.00018575
                     88,                0.88718,                0.57328,                 1.0128,                 0.9179,                0.94973,                0.96001,                0.45507,                 2.1403,                0.87118,                 1.7713,             0.00017338,             0.00017338,             0.00017338
                     89,                0.85719,                0.55626,                0.99812,                0.91517,                0.94571,                0.96071,                0.44478,                 2.1145,                0.87257,                  1.753,               0.000161,               0.000161,               0.000161
                     90,                0.88048,                0.55381,                0.98895,                0.87154,                0.94317,                0.95575,                0.45301,                 2.0974,                0.88102,                 1.7395,             0.00014862,             0.00014862,             0.00014862
                     91,                0.84347,                 0.5659,                 1.0119,                0.84991,                0.92824,                0.94888,                0.44863,                 2.0918,                0.88671,                 1.7263,             0.00013625,             0.00013625,             0.00013625
                     92,                0.80221,                0.52114,                 1.0016,                0.82628,                0.90923,                 0.9466,                0.44638,                 2.1112,                 0.8808,                 1.7375,             0.00012387,             0.00012387,             0.00012387
                     93,                0.79176,                 0.5119,                0.98907,                0.82687,                0.90923,                0.94658,                0.46159,                 2.1278,                0.86633,                 1.7518,              0.0001115,              0.0001115,              0.0001115
                     94,                0.80415,                0.53344,                0.99084,                 0.8234,                0.90593,                0.94955,                0.44877,                 2.1426,                0.85829,                 1.7651,             9.9125e-05,             9.9125e-05,             9.9125e-05
                     95,                0.79628,                0.53103,                0.99089,                0.83999,                 0.9165,                0.95264,                0.45363,                 2.1385,                0.86698,                 1.7661,              8.675e-05,              8.675e-05,              8.675e-05
                     96,                0.78892,                0.49381,                0.98104,                0.87828,                0.91008,                0.95559,                0.46946,                 2.1412,                 0.8682,                 1.7708,             7.4375e-05,             7.4375e-05,             7.4375e-05
                     97,                0.72467,                0.47452,                0.97028,                0.87846,                0.91048,                0.95532,                0.47946,                  2.139,                0.87248,                 1.7665,                6.2e-05,                6.2e-05,                6.2e-05
                     98,                0.77322,                0.50316,                0.97641,                0.87903,                0.91065,                0.95423,                0.47178,                 2.1418,                0.88004,                 1.7706,             4.9625e-05,             4.9625e-05,             4.9625e-05
                     99,                0.74136,                0.48805,                0.97586,                0.86753,                0.89895,                 0.9496,                0.45658,                  2.155,                0.88315,                 1.7876,              3.725e-05,              3.725e-05,              3.725e-05
                    100,                0.78002,                0.50682,                0.98683,                0.87376,                0.89899,                0.94956,                0.44819,                 2.1562,                0.88503,                 1.7842,             2.4875e-05,             2.4875e-05,             2.4875e-05
